sigla_uf,id_municipio,municipio,tecnologia,capacidade_backhaul
PI,2202174,Campo Largo do Piauí,Radio,8
PI,2202251,Canavieira,Radio,8
PI,2202455,Capitão Gervásio Oliveira,Radio,8
PI,2202539,Caraúbas do Piauí,Radio,8
PI,2202554,Caridade do Piauí,Radio,8
PI,2202729,Cocal dos Alves,Radio,8
PI,2202737,Coivaras,Radio,8
PI,2202851,Coronel José Dias,Radio,8
PI,2203255,Curralinhos,Radio,8
PI,2203271,Curral Novo do Piauí,Radio,8
PI,2203354,Dirceu Arcoverde,Radio,8
PI,2203420,Domingos Mourão,Radio,8
PI,2203750,Fartura do Piauí,Radio,8
PI,2203859,Floresta do Piauí,Radio,8
PI,2204105,Francisco Ayres,Radio,8
PI,2204352,Geminiano,Fibra,8
PI,2204550,Guaribas,Radio,8
PI,2204600,Hugo Napoleão,Radio,8
PI,2204907,Isaías Coelho,Radio,8
PI,2205151,Jacobina do Piauí,Radio,8
PI,2205276,Jatobá do Piauí,Radio,8
PI,2205359,João Costa,Radio,8
PI,2205458,Joca Marques,Radio,8
PI,2205516,Juazeiro do Piauí,Radio,8
PI,2205524,Júlio Borges,Radio,8
PI,2205532,Jurema,Radio,8
PI,2205540,Lagoinha do Piauí,Fibra,8
PI,2205557,Lagoa Alegre,Radio,8
PI,2205565,Lagoa do Barro do Piauí,Radio,8
PI,2205573,Lagoa de São Francisco,Radio,8
PI,2205581,Lagoa do Piauí,Fibra,8
PI,2205599,Lagoa do Sítio,Radio,8
PI,2206050,Massapê do Piauí,Radio,8
PI,2206308,Miguel Leão,Radio,8
PI,2206357,Milton Brandão,Radio,8
PI,2206670,Morro do Chapéu do Piauí,Radio,8
PI,2206696,Murici dos Portelas,Radio,8
PI,2206720,Nazária,Radio,8
PI,2206753,Nossa Senhora de Nazaré,Radio,8
PI,2206951,Novo Santo Antônio,Radio,8
PI,2207108,Olho D'Água do Piauí,Fibra,8
PI,2207306,Paes Landim,Radio,8
PI,2207553,Paquetá,Radio,8
PI,2207751,Passagem Franca do Piauí,Fibra,8
PI,2207777,Patos do Piauí,Radio,8
PI,2207793,Pau D'Arco do Piauí,Radio,8
PI,2207850,Pavussu,Radio,8
PI,2207934,Pedro Laurentino,Radio,8
PI,2207959,Nova Santa Rita,Radio,8
PI,2208551,Porto Alegre do Piauí,Radio,8
PI,2209153,Santa Cruz dos Milagres,Radio,8
PI,2209450,Santo Antônio dos Milagres,Radio,8
PI,2209500,Santo Inácio do Piauí,Radio,8
PI,2209559,São Braz do Piauí,Radio,8
PI,2209658,São Francisco de Assis do Piauí,Radio,8
PI,2209757,São Gonçalo do Gurguéia,Radio,8
PI,2209807,São Gonçalo do Piauí,Radio,8
PI,2209872,São João da Fronteira,Radio,8
PI,2209955,São João da Varjota,Radio,8
PI,2209971,São João do Arraial,Radio,8
PI,2210102,São José do Peixe,Radio,8
PI,2210359,São Lourenço do Piauí,Radio,8
PI,2210375,São Luis do Piauí,Radio,8
PI,2210383,São Miguel da Baixa Grande,Radio,8
PI,2210631,Sebastião Leal,Radio,8
PI,2210938,Sussuapara,Fibra,8
PI,2210953,Tamboril do Piauí,Radio,8
PI,2210979,Tanque do Piauí,Radio,8
PI,2211357,Várzea Branca,Radio,8
PI,2211605,Vila Nova do Piauí,Fibra,8
PI,2211704,Wall Ferraz,Radio,8
CE,2301406,Aratuba,Radio,8
CE,2305704,Ipaumirim,Radio,8
CE,2310407,Paramoti,Radio,8
CE,2311231,Potiretama,Radio,8
CE,2312502,São João do Jaguaribe,Radio,8
CE,2313252,Tarrafas,Radio,8
RN,2401503,Barcelona,Radio,8
RN,2401651,Bodó,Radio,8
RN,2402808,Coronel Ezequiel,Radio,8
RN,2403707,Felipe Guerra,Radio,8
RN,2403756,Fernando Pedroza,Radio,8
RN,2403806,Florânia,Radio,8
RN,2404101,Galinhos,Radio,8
RN,2404606,Ielmo Marinho,Radio,8
RN,2404804,Ipueira,Radio,8
RN,2405009,Jaçanã,Radio,8
RN,2405207,Janduís,Radio,8
RN,2405504,Jardim de Angicos,Radio,8
RN,2406155,Jundiá,Radio,8
RN,2406403,Lagoa de Velhos,Radio,8
RN,2406908,Lucrécia,Radio,8
RN,2407609,Messias Targino,Radio,8
RN,2407906,Monte das Gameleiras,Radio,8
RN,2408953,Rio do Fogo,Radio,8
RN,2409332,Santa Maria,Fibra,8
RN,2409605,Pedra Preta,Radio,8
RN,2410256,Porto do Mangue,Radio,8
RN,2411106,Ruy Barbosa,Radio,8
RN,2411429,Santana do Seridó,Radio,8
RN,2411809,São Fernando,Radio,8
RN,2413102,Senador Elói de Souza,Radio,8
RN,2413359,Serra do Mel,Radio,8
RN,2413508,Serrinha,Fibra,8
RN,2413706,Sítio Novo,Radio,8
RN,2414159,Tenente Laurentino Cruz,Radio,8
RN,2414456,Triunfo Potiguar,Radio,8
RN,2414902,Viçosa,Radio,8
PB,2500536,Alcantil,Radio,8
PB,2500734,Amparo,Radio,8
PB,2500775,Aparecida,Radio,8
PB,2501153,Areia de Baraúnas,Radio,8
PB,2501534,Baraúna,Radio,8
PB,2502201,Bom Jesus,Radio,8
PB,2502409,Bonito de Santa Fé,Radio,8
PB,2503308,Cachoeira dos Índios,Radio,8
PB,2503407,Cacimba de Areia,Radio,8
PB,2503555,Cacimbas,Radio,8
PB,2504074,Caraúbas,Radio,8
PB,2504157,Casserengue,Radio,8
PB,2504355,Caturité,Radio,8
PB,2504504,Condado,Radio,8
PB,2504702,Congo,Radio,8
PB,2505279,Curral de Cima,Radio,8
PB,2505303,Curral Velho,Radio,8
PB,2505352,Damião,Radio,8
PB,2505907,Emas,Radio,8
PB,2507804,Junco do Seridó,Radio,8
PB,2508554,Logradouro,Radio,8
PB,2509057,Marcação,Radio,8
PB,2509339,Matinhas,Radio,8
PB,2509396,Maturéia,Radio,8
PB,2509602,Monte Horebe,Radio,8
PB,2510659,Parari,Radio,8
PB,2511103,Pedra Lavrada,Radio,8
PB,2512200,Prata,Radio,8
PB,2512606,Quixabá,Radio,8
PB,2512721,Pedro Régis,Radio,8
PB,2512762,Riachão do Poço,Radio,8
PB,2512788,Riacho de Santo Antônio,Radio,8
PB,2513109,Salgado de São Félix,Radio,8
PB,2513158,Santa Cecília,Radio,8
PB,2513505,Santana de Mangueira,Radio,8
PB,2513604,Santana dos Garrotes,Radio,8
PB,2513802,Santa Teresinha,Radio,8
PB,2513851,Santo André,Radio,8
PB,2513927,São Bentinho,Radio,8
PB,2513968,São Domingos,Radio,8
PB,2514453,São José dos Ramos,Radio,8
PB,2514552,São José de Princesa,Radio,8
PB,2514602,São José do Bonfim,Radio,8
PB,2514701,São José do Sabugi,Radio,8
PB,2514800,São José dos Cordeiros,Radio,8
PB,2515005,São Miguel de Taipu,Radio,8
PB,2515708,Serra Grande,Radio,8
PB,2516409,Tacima,Radio,8
PB,2516607,Tavares,Radio,8
PB,2516755,Tenório,Radio,8
PB,2517100,Várzea,Radio,8
PE,2601003,Angelim,Fibra,8
PE,2602407,Brejão,Radio,8
PE,2602506,Brejinho,Radio,8
PE,2602704,Buenos Aires,Radio,8
PE,2603405,Calumbi,Radio,8
PE,2606507,Iati,Radio,8
PE,2609154,Manari,Radio,16
PE,2610301,Paranatama,Radio,8
PE,2612307,Saloá,Radio,8
PE,2615102,Terezinha,Radio,8
AL,2701100,Branquinha,Radio,8
AL,2702553,Estrela de Alagoas,Radio,8
AL,2703700,Jaramataia,Radio,8
AL,2704906,Mar Vermelho,Radio,8
AL,2705309,Minador do Negrão,Radio,8
AL,2705903,Olho d'Água Grande,Radio,8
AL,2706604,Paulo Jacinto,Fibra,8
AL,2707008,Pindoba,Radio,8
AL,2707206,Poço das Trincheiras,Radio,8
AL,2707800,Roteiro,Radio,8
AL,2708105,Santana do Mundaú,Radio,8
SE,2800100,Amparo de São Francisco,Radio,8
SE,2800704,Brejo Grande,Radio,8
SE,2802205,Feira Nova,Radio,8
SE,2802403,Gararu,Radio,8
SE,2802601,Gracho Cardoso,Radio,8
SE,2802809,Indiaroba,Fibra,8
SE,2803807,Malhada dos Bois,Fibra,8
SE,2805208,Pinhão,Radio,8
SE,2806909,São Francisco,Fibra,8
SE,2807006,São Miguel do Aleixo,Radio,8
SE,2807303,Telha,Radio,8
BA,2904753,Buritirama,Satelite,4
BA,2907400,Catolândia,Radio,8
BA,2911253,Gavião,Radio,8
BA,2912004,Ibiassucê,Radio,8
BA,2915353,Itaguaçu da Bahia,Radio,8
BA,2918704,Lafaiete Coutinho,Radio,8
BA,2921054,Matina,Radio,8
BA,2921450,Mirante,Radio,8
BA,2922250,Muquém de São Francisco,Radio,8
BA,2922805,Nova Itarana,Fibra,8
BA,2926509,Ribeira do Amparo,Radio,8
BA,2929057,São Félix do Coribe,Radio,8
MG,3105202,Bandeira,Radio,8
MG,3106655,Berizal,Radio,8
MG,3109253,Bugre,Radio,8
MG,3117836,Cônego Marinho,Radio,8
MG,3118106,Congonhas do Norte,Radio,8
MG,3120300,Cristália,Radio,8
MG,3120607,Crucilândia,Radio,8
MG,3122470,Dom Bosco,Radio,8
MG,3126505,Francisco Badaró,Radio,8
MG,3126752,Franciscópolis,Radio,8
MG,3126950,Frei Lagonegro,Radio,8
MG,3127073,Fruta de Leite,Radio,8
MG,3127339,Gameleiras,Radio,8
MG,3127354,Glaucilândia,Fibra,8
MG,3129657,Ibiracatu,Radio,8
MG,3132008,Itacambira,Radio,8
MG,3136520,José Gonçalves de Minas,Radio,8
MG,3136579,Josenópolis,Radio,8
MG,3136801,Juramento,Radio,8
MG,3138351,Leme do Prado,Radio,8
MG,3138674,Luisburgo,Radio,8
MG,3139250,Mamonas,Radio,8
MG,3140407,Marmelópolis,Radio,8
MG,3140852,Matias Cardoso,Radio,8
MG,3142502,Monjolos,Radio,8
MG,3144656,Ninheira,Radio,8
MG,3144672,Nova Belém,Radio,8
MG,3145059,Nova Porteirinha,Radio,8
MG,3145372,Novorizonte,Radio,8
MG,3145703,Oliveira Fortes,Radio,8
MG,3145802,Onça de Pitangui,Radio,8
MG,3145877,Orizânia,Radio,8
MG,3146255,Padre Carvalho,Radio,8
MG,3146552,Pai Pedro,Radio,8
MG,3150406,Piedade dos Gerais,Radio,8
MG,3150570,Pintópolis,Radio,8
MG,3150901,Piranguçu,Radio,8
MG,3153202,Presidente Juscelino,Radio,8
MG,3154507,Riacho dos Machados,Radio,8
MG,3157336,Santa Cruz de Minas,Fibra,8
MG,3157377,Santa Cruz de Salinas,Radio,8
MG,3157401,Santa Cruz do Escalvado,Radio,8
MG,3159407,Santa Rita de Ibitipoca,Radio,8
MG,3160207,Santo Antônio do Itambé,Radio,8
MG,3161601,São Geraldo da Piedade,Radio,8
MG,3162252,São João da Lagoa,Radio,8
MG,3163607,São José do Mantimento,Radio,8
MG,3164803,São Sebastião do Rio Preto,Radio,8
MG,3165552,Setubinha,Radio,8
MG,3165560,Sem-Peixe,Radio,8
MG,3165602,Senador Cortes,Fibra,8
MG,3166402,Seritinga,Fibra,8
MG,3171154,Vermelho Novo,Radio,8
MG,3171501,Mathias Lobato,Radio,8
PR,4101051,Anahy,Radio,8
PR,4101853,Ariranha do Ivaí,Radio,8
PR,4102604,Barracão,Fibra,8
PR,4102752,Bela Vista da Caroba,Radio,8
PR,4103024,Boa Esperança do Iguaçu,Radio,8
PR,4103040,Boa Ventura de São Roque,Radio,8
PR,4103156,Bom Jesus do Sul,Fibra,8
PR,4106456,Coronel Domingos Soares,Radio,8
PR,4107520,Esperança Nova,Radio,8
PR,4107546,Espigão Alto do Iguaçu,Fibra,8
PR,4108551,Godoy Moreira,Radio,8
PR,4108957,Guamiranga,Fibra,8
PR,4110052,Iguatu,Radio,8
PR,4112603,Jardim Olinda,Fibra,8
PR,4114351,Manfrinópolis,Fibra,8
PR,4115739,Mato Rico,Radio,8
PR,4119251,Pinhal de São Bento,Radio,8
PR,4120150,Porto Barreiro,Fibra,8
PR,4121257,Ramilândia,Radio,8
PR,4123600,Santa Inês,Fibra,8
PR,4128625,Alto Paraíso,Radio,8
PR,4128633,Doutor Ulysses,Radio,8
SC,4202438,Bocaina do Sul,Radio,8
SC,4207858,Irati,Fibra,8
SC,4209458,Lajeado Grande,Fibra,8
SC,4209805,Leoberto Leal,Fibra,8
SC,4211801,Ouro,Fibra,8
SC,4215059,Rio Rufino,Fibra,8
SC,4217758,Sul Brasil,Fibra,8
RS,4300471,Almirante Tamandaré do Sul,Radio,8
RS,4300554,Alto Alegre,Radio,8
RS,4300638,Amaral Ferrador,Radio,8
RS,4300661,André da Rocha,Radio,8
RS,4301073,Arroio do Padre,Radio,8
RS,4301750,Barão do Triunfo,Fibra,8
RS,4301859,Barra do Guarita,Radio,8
RS,4301925,Barra do Rio Azul,Radio,8
RS,4302055,Benjamin Constant do Sul,Radio,8
RS,4302220,Boa Vista do Cadeado,Radio,8
RS,4302238,Boa Vista do Incra,Radio,8
RS,4302378,Bom Progresso,Fibra,8
RS,4302451,Boqueirão do Leão,Radio,8
RS,4302584,Bozano,Radio,8
RS,4304614,Canudos do Vale,Radio,8
RS,4304622,Capão Bonito do Sul,Radio,8
RS,4304655,Capão do Cipó,Radio,8
RS,4304697,Capitão,Fibra,8
RS,4304713,Caraá,Radio,8
RS,4304853,Carlos Gomes,Radio,8
RS,4305116,Centenário,Radio,8
RS,4305132,Cerro Branco,Radio,8
RS,4305157,Cerro Grande,Radio,8
RS,4305173,Cerro Grande do Sul,Radio,8
RS,4305371,Charrua,Radio,8
RS,4305447,Chuvisca,Radio,8
RS,4305835,Coqueiro Baixo,Radio,8
RS,4305850,Coqueiros do Sul,Radio,8
RS,4305934,Coronel Pilar,Fibra,8
RS,4305975,Coxilha,Fibra,8
RS,4306072,Cristal do Sul,Fibra,8
RS,4306130,Cruzaltense,Radio,8
RS,4306320,Derrubadas,Radio,8
RS,4306353,Dezesseis de Novembro,Radio,8
RS,4306379,Dilermando de Aguiar,Radio,8
RS,4306429,Dois Irmãos das Missões,Fibra,8
RS,4306759,Doutor Ricardo,Radio,8
RS,4306924,Engenho Velho,Fibra,8
RS,4307450,Esperança do Sul,Radio,8
RS,4307815,Estrela Velha,Radio,8
RS,4307831,Eugênio de Castro,Radio,8
RS,4307864,Fagundes Varela,Fibra,8
RS,4308052,Faxinalzinho,Radio,8
RS,4308078,Fazenda Vilanova,Radio,8
RS,4308250,Floriano Peixoto,Radio,8
RS,4308433,Forquetinha,Radio,8
RS,4308656,Garruchos,Radio,8
RS,4308854,Gentil,Radio,8
RS,4309126,Gramado dos Loureiros,Radio,8
RS,4309159,Gramado Xavier,Radio,8
RS,4309571,Herveiras,Radio,8
RS,4309951,Ibirapuitã,Radio,8
RS,4310413,Inhacorá,Fibra,8
RS,4310462,Ipiranga do Sul,Radio,8
RS,4310553,Itacurubi,Radio,8
RS,4310579,Itapuca,Radio,8
RS,4310652,Itati,Radio,8
RS,4310702,Itatiba do Sul,Radio,8
RS,4310876,Jacuizinho,Radio,8
RS,4311130,Jari,Radio,8
RS,4311239,Lagoa Bonita do Sul,Radio,8
RS,4311254,Lagoão,Radio,8
RS,4311429,Lajeado do Bugre,Radio,8
RS,4311734,Mampituba,Radio,8
RS,4311791,Maratá,Radio,8
RS,4311981,Mariana Pimentel,Radio,8
RS,4312138,Mato Castelhano,Radio,8
RS,4312179,Mato Queimado,Radio,8
RS,4312377,Monte Alegre dos Campos,Radio,8
RS,4312427,Mormaço,Fibra,8
RS,4312443,Morrinhos do Sul,Fibra,8
RS,4312617,Muitos Capões,Radio,8
RS,4312625,Muliterno,Radio,8
RS,4312674,Nicolau Vergueiro,Radio,8
RS,4312955,Nova Boa Vista,Radio,8
RS,4313011,Nova Candelária,Radio,8
RS,4313334,Nova Ramada,Radio,8
RS,4313391,Novo Cabrais,Fibra,8
RS,4313425,Novo Machado,Fibra,8
RS,4313441,Novo Tiradentes,Fibra,8
RS,4313466,Novo Xingu,Radio,8
RS,4313490,Novo Barreiro,Fibra,8
RS,4314068,Passa Sete,Radio,8
RS,4314134,Paulo Bento,Radio,8
RS,4314175,Pedras Altas,Radio,8
RS,4314464,Pinhal da Serra,Radio,8
RS,4314779,Pontão,Radio,8
RS,4314787,Ponte Preta,Fibra,8
RS,4315073,Porto Vera Cruz,Radio,8
RS,4315131,Pouso Novo,Radio,8
RS,4315313,Quatro Irmãos,Radio,8
RS,4315321,Quevedos,Radio,8
RS,4315453,Relvado,Fibra,8
RS,4315552,Rio dos Índios,Radio,8
RS,4315958,Rolador,Fibra,8
RS,4316428,Sagrada Família,Radio,8
RS,4316477,Salvador das Missões,Fibra,8
RS,4316733,Santa Cecília do Sul,Radio,8
RS,4316972,Santa Margarida do Sul,Radio,8
RS,4317004,Santana da Boa Vista,Radio,8
RS,4317251,Santa Tereza,Fibra,8
RS,4317558,Santo Antônio do Palma,Fibra,8
RS,4317954,Santo Expedito do Sul,Radio,8
RS,4318457,São José das Missões,Radio,8
RS,4318465,São José do Herval,Fibra,8
RS,4318499,São José do Inhacorá,Radio,8
RS,4318614,São José do Sul,Radio,8
RS,4318622,São José dos Ausentes,Radio,8
RS,4319125,São Martinho da Serra,Radio,8
RS,4319208,São Nicolau,Fibra,8
RS,4319364,São Pedro das Missões,Radio,8
RS,4319711,São Valentim do Sul,Fibra,8
RS,4319737,São Valério do Sul,Radio,8
RS,4320230,Sede Nova,Radio,8
RS,4320263,Segredo,Fibra,8
RS,4320321,Senador Salgado Filho,Radio,8
RS,4320354,Sentinela do Sul,Fibra,8
RS,4320453,Sério,Radio,8
RS,4320578,Sete de Setembro,Fibra,8
RS,4320602,Severiano de Almeida,Fibra,8
RS,4320859,Tabaí,Fibra,8
RS,4321469,Tio Hugo,Fibra,8
RS,4321477,Tiradentes do Sul,Radio,8
RS,4321857,Três Palmeiras,Radio,8
RS,4322152,Tunas,Radio,8
RS,4322186,Tupanci do Sul,Radio,8
RS,4322327,Turuçu,Fibra,8
RS,4322343,Ubiretama,Radio,8
RS,4322350,União da Serra,Fibra,8
RS,4322376,Unistalda,Radio,8
RS,4322525,Vale Verde,Radio,8
RS,4322855,Vespasiano Correa,Radio,8
RS,4323358,Vila Lângaro,Radio,8
RS,4323507,Vista Alegre,Fibra,8
RS,4323606,Vista Alegre do Prata,Radio,8
RS,4323705,Vista Gaúcha,Radio,8
RS,4323754,Vitória das Missões,Radio,8
RS,4323770,Westfalia,Fibra,8
MS,5002803,Caracol,Radio,8
MS,5004809,Japorã,Radio,8
MT,5101209,Araguainha,Radio,8
MT,5106174,Nova Nazaré,Radio,8
MT,5106315,Novo Santo Antônio,Radio,8
MT,5106653,Pontal do Araguaia,Fibra,8
MT,5106703,Ponte Branca,Radio,8
MT,5107156,Reserva do Cabaçal,Fibra,8
MT,5107198,Ribeirãozinho,Radio,8
MT,5107750,Salto do Céu,Fibra,8
MT,5107883,Serra Nova Dourada,Radio,8
MT,5108857,Nova Marilândia,Radio,8
GO,5200159,Adelândia,Radio,8
GO,5200829,Amaralina,Radio,8
GO,5203104,Baliza,Fibra,8
GO,5203962,Buritinópolis,Radio,8
GO,5204854,Campo Limpo de Goiás,Radio,8
GO,5208152,Gameleira de Goiás,Fibra,8
GO,5209291,Guaraíta,Radio,8
GO,5209408,Guarani de Goiás,Radio,8
GO,5210158,Ipiranga de Goiás,Fibra,8
GO,5212055,Jesúpolis,Radio,8
GO,5213053,Mimoso de Goiás,Radio,8
GO,5214879,Nova Iguaçu de Goiás,Radio,8
GO,5214903,Nova Roma,Radio,8
GO,5215256,Novo Planalto,Fibra,8
GO,5215652,Palestina de Goiás,Radio,8
GO,5219456,Santa Rita do Novo Destino,Radio,8
GO,5220280,São Patrício,Radio,8
GO,5220702,Sítio d'Abadia,Radio,8
GO,5222302,Vila Propício,Radio,8
AC,1200351,Marechal Thaumaturgo,Radio,8
PA,1501600,Bonito,Radio,8
PA,1503408,Inhangapi,Radio,8
TO,1700301,Aguiarnópolis,Fibra,8
TO,1701051,Angico,Fibra,8
TO,1701101,Aparecida do Rio Negro,Radio,8
TO,1701309,Aragominas,Radio,8
TO,1702158,Araguanã,Fibra,8
TO,1702703,Aurora do Tocantins,Radio,8
TO,1703057,Bandeirantes do Tocantins,Radio,8
TO,1703206,Bernardo Sayão,Radio,8
TO,1703602,Brasilândia do Tocantins,Fibra,8
TO,1703842,Campos Lindos,Radio,8
TO,1705607,Conceição do Tocantins,Radio,8
TO,1706506,Darcinópolis,Fibra,8
TO,1707306,Dueré,Radio,8
TO,1707405,Esperantina,Radio,8
TO,1710904,Itapiratins,Radio,8
TO,1711100,Itaporã do Tocantins,Radio,8
TO,1712009,Lajeado,Fibra,8
TO,1712702,Mateiros,Radio,8
TO,1712801,Maurilândia do Tocantins,Radio,8
TO,1713809,Palmeiras do Tocantins,Fibra,8
TO,1714302,Nazaré,Fibra,8
TO,1715101,Novo Acordo,Radio,8
TO,1716307,Pau D'Arco,Radio,8
TO,1716653,Pequizeiro,Radio,8
TO,1717008,Pindorama do Tocantins,Radio,8
TO,1717800,Ponte Alta do Bom Jesus,Fibra,8
TO,1718006,Porto Alegre do Tocantins,Radio,8
TO,1718451,Pugmil,Fibra,8
TO,1718501,Recursolândia,Radio,8
TO,1718550,Riachinho,Radio,8
TO,1718709,Rio dos Bois,Fibra,8
TO,1718881,Santa Maria do Tocantins,Radio,8
TO,1718907,Santa Rosa do Tocantins,Radio,8
TO,1720259,São Salvador do Tocantins,Radio,8
TO,1720309,São Sebastião do Tocantins,Radio,8
TO,1721307,Tupiratins,Radio,8
MA,2100105,Afonso Cunha,Radio,8
MA,2100550,Amapá do Maranhão,Radio,8
MA,2101103,Axixá,Radio,8
MA,2101509,Barão de Grajaú,Radio,8
MA,2101731,Belágua,Radio,8
MA,2101939,Bernardo do Mearim,Radio,8
MA,2102408,Cajapió,Radio,8
MA,2103125,Central do Maranhão,Radio,8
MA,2104099,Formosa da Serra Negra,Radio,8
MA,2104701,Graça Aranha,Radio,8
MA,2105476,Jenipapo dos Vieiras,Radio,8
MA,2105658,Junco do Maranhão,Fibra,8
MA,2106672,Milagres do Maranhão,Fibra,8
MA,2109551,Ribamar Fiquene,Fibra,8
MA,2110278,Santo Amaro do Maranhão,Radio,8
MA,2110658,São Domingos do Azeitão,Radio,8
MA,2111078,São João do Soter,Radio,8
MA,2111532,São Pedro da Água Branca,Radio,8
MA,2111672,São Roberto,Radio,8
MA,2111722,Satubinha,Radio,8
MA,2111789,Serrano do Maranhão,Radio,8
MA,2112233,Trizidela do Vale,Fibra,16
MA,2112274,Tufilândia,Fibra,8
MA,2112456,Turilândia,Fibra,20
MA,2112852,Vila Nova dos Martírios,Radio,8
PI,2200806,Antônio Almeida,Radio,8
PI,2200905,Aroazes,Radio,8
PI,2201002,Arraial,Radio,8
PI,2201309,Barreiras do Piauí,Radio,8
PI,2201572,Belém do Piauí,Radio,8
PI,2201804,Bocaina,Fibra,8
PI,2201929,Bonfim do Piauí,Radio,8
PI,2201945,Boqueirão do Piauí,Radio,8
PI,2202653,Caxingó,Radio,8
PI,2202711,Cocal de Telha,Fibra,8
PI,2203230,Currais,Radio,8
PI,2203800,Flores do Piauí,Radio,8
PI,2204006,Francinópolis,Radio,8
PI,2204154,Francisco Macedo,Fibra,8
PI,2205250,Jardim do Mulato,Radio,8
PI,2205300,Jerumenha,Radio,8
PI,2205854,Madeiro,Fibra,8
PI,2205904,Manoel Emídio,Radio,8
PI,2207355,Pajeú do Piauí,Radio,8
PI,2208858,Riacho Frio,Radio,8
PI,2209351,Santana do Piauí,Radio,8
PI,2209377,Santa Rosa do Piauí,Radio,8
PI,2209856,São João da Canabrava,Radio,8
PI,2209906,São João da Serra,Radio,8
PI,2210904,Socorro do Piauí,Radio,8
CE,2300101,Abaiara,Radio,8
CE,2300150,Acarape,Fibra,8
CE,2300606,Altaneira,Radio,8
CE,2300903,Apuiarés,Radio,8
CE,2301802,Baixio,Fibra,8
CE,2303931,Choró,Fibra,8
CE,2304269,Deputado Irapuan Pinheiro,Radio,8
CE,2304277,Ererê,Fibra,8
CE,2304608,General Sampaio,Radio,8
CE,2304806,Granjeiro,Radio,8
CE,2305100,Guaramiranga,Fibra,8
CE,2305332,Ibicuitinga,Radio,8
CE,2305654,Ipaporanga,Radio,8
CE,2306801,Jaguaribara,Radio,8
CE,2307205,Jati,Fibra,8
CE,2307635,Madalena,Radio,8
CE,2308203,Meruoca,Fibra,8
CE,2309102,Mulungu,Fibra,8
CE,2310951,Pires Ferreira,Radio,8
CE,2311108,Porteiras,Radio,8
CE,2311207,Potengi,Radio,8
CE,2312106,Santana do Cariri,Fibra,8
CE,2313351,Tejuçuoca,Radio,8
CE,2313708,Umari,Fibra,8
RN,2400604,Almino Afonso,Radio,8
RN,2401305,Campo Grande,Radio,8
RN,2401909,Caiçara do Rio do Vento,Radio,8
RN,2403202,Doutor Severiano,Radio,8
RN,2403400,Equador,Radio,8
RN,2404002,Frutuoso Gomes,Radio,8
RN,2405405,Japi,Radio,8
RN,2406007,José da Penha,Radio,8
RN,2407005,Luís Gomes,Radio,8
RN,2407401,Martins,Radio,8
RN,2407500,Maxaranguape,Radio,8
RN,2408706,Paraú,Radio,8
RN,2408805,Parazinho,Radio,8
RN,2409209,Passagem,Radio,8
RN,2409506,Pedra Grande,Radio,8
RN,2410009,Pilões,Radio,8
RN,2410108,Poço Branco,Radio,8
RN,2410405,Pureza,Radio,8
RN,2410702,Riacho da Cruz,Radio,8
RN,2411403,Santana do Matos,Radio,8
RN,2411700,São Bento do Trairí,Radio,8
RN,2412559,São Miguel do Gostoso,Radio,8
RN,2412906,São Tomé,Radio,8
RN,2413300,Serra de São Bento,Radio,8
RN,2413409,Serra Negra do Norte,Radio,8
RN,2413557,Serrinha dos Pintos,Fibra,8
RN,2413805,Taboleiro Grande,Radio,8
RN,2413904,Taipu,Radio,8
PB,2500205,Aguiar,Radio,8
PB,2500700,São João do Rio do Peixe,Radio,8
PB,2501351,Assunção,Radio,8
PB,2501575,Barra de Santana,Radio,8
PB,2501708,Barra de São Miguel,Radio,8
PB,2502102,Boa Ventura,Radio,8
PB,2502706,Borborema,Radio,8
PB,2503605,Caiçara,Radio,8
PB,2503753,Cajazeirinhas,Radio,8
PB,2503803,Caldas Brandão,Radio,8
PB,2503902,Camalaú,Radio,8
PB,2504033,Capim,Radio,8
PB,2504207,Catingueira,Radio,8
PB,2504850,Coxixola,Radio,8
PB,2505006,Cubati,Radio,8
PB,2505238,Cuité de Mamanguape,Radio,8
PB,2505402,Desterro,Radio,8
PB,2505501,Vista Serrana,Radio,8
PB,2505600,Diamante,Radio,8
PB,2506202,Frei Martinho,Radio,8
PB,2506251,Gado Bravo,Radio,8
PB,2506707,Imaculada,Radio,8
PB,2508406,Lastro,Radio,8
PB,2508505,Livramento,Radio,8
PB,2508703,Mãe d'Água,Radio,8
PB,2509008,Manaíra,Radio,8
PB,2509370,Mato Grosso,Radio,8
PB,2509404,Mogeiro,Radio,8
PB,2510006,Nazarezinho,Radio,8
PB,2510204,Nova Olinda,Radio,8
PB,2510303,Nova Palmeira,Radio,8
PB,2510709,Passagem,Radio,8
PB,2510907,Paulista,Radio,8
PB,2511608,Pilões,Radio,8
PB,2511707,Pilõezinhos,Fibra,8
PB,2512036,Poço Dantas,Radio,8
PB,2512077,Poço de José de Moura,Radio,8
PB,2512747,Riachão,Radio,8
PB,2512754,Riachão do Bacamarte,Fibra,8
PB,2512804,Riacho dos Cavalos,Radio,8
PB,2513000,Salgadinho,Radio,8
PB,2513356,Santa Inês,Radio,8
PB,2513653,Joca Claudino,Radio,8
PB,2514008,São João do Cariri,Radio,8
PB,2514107,São João do Tigre,Radio,8
PB,2514651,São José do Brejo do Cruz,Radio,8
PB,2515203,São Sebastião do Umbuzeiro,Radio,8
